797774478147256320,😂,Joy,1,cream,13,UAE
798816022518067200,😍,Joy,1,chicken,10,UAE
793145748036681728,😂,Joy,1,pizza,18,UAE
798494363923775488,😁,Joy,1,icecream,12,UAE
803155731939618816,😀,Joy,1,cocoabutter,9,UAE
504172008968847360,🙈,Surprise,4,honey,7,UAE
792651161748725760,😂,Joy,1,chocolate,9,UAE
812981750112534528,😂,Joy,1,chocolate,12,UAE
786854409380696064,😂,Joy,1,pizza,11,UAE
806581600528068608,😔,Sadness,5,coffee,20,UAE
806061491937898496,😂,Joy,1,milk,10,UAE
795871995615387648,😂,Joy,1,fish,7,UAE
808683557073940480,♥,Joy,1,coffee,15,UAE
813661464930164736,😂,Joy,1,applejuice,9,UAE
787213921996464128,😂,Joy,1,garlic,10,UAE
798938903923347456,♥,Joy,1,pizza,18,UAE
806998155191549952,👅,Joy,1,chocolate,0,UAE
803564751271837696,😘,Joy,1,coffee,12,UAE
796059417989025792,😂,Joy,1,rice,19,UAE
497006795584327680,😭,Sadness,5,corn,13,UAE
791568519792058368,😂,Joy,1,pumpkin,11,UAE
787773968858120192,👏,Trust,2,tea,23,UAE
812927993714712576,♡,Joy,1,egg,8,UAE
808272295814955008,😊,Joy,1,pasta,12,UAE
807608988493893632,😂,Joy,1,tea,16,UAE
808252318667968512,😢,Sadness,5,icecream,11,UAE
505973730992857088,😭,Sadness,5,pasta,7,UAE
803466882137395200,😂,Joy,1,coffee,6,UAE
808911577671995392,💕,Joy,1,cheese,6,UAE
798044111085260800,😍,Joy,1,coffee,7,UAE
792463523049766912,😂,Joy,1,cheese,22,UAE
794426600599142400,😊,Joy,1,coffee,7,UAE
800307996039512064,😝,Joy,1,milk,13,UAE
797096790096941056,😎,Joy,1,tea,16,UAE
810417858081591296,👻,Disgust,6,chocolate,10,UAE
793185367323181056,😂,Joy,1,coffee,21,UAE
799685238611918848,😍,Joy,1,rice,19,UAE
800999876138074112,💜,Joy,1,cheese,10,UAE
787517618613809152,🔥,Neutral,0,chicken,6,UAE
800307996039512064,😝,Joy,1,almond,13,UAE
800054220141563904,❤,Joy,1,coconut,20,UAE
802073655819771904,😂,Joy,1,coffee,9,UAE
806798936505597952,😩,Sadness,5,chocolate,10,UAE
804276380187983872,😍,Joy,1,apple,11,UAE
814249866021011456,😂,Joy,1,coffee,0,UAE
501046992437796864,😍,Joy,1,cream,16,UAE
790895644357586944,😂,Joy,1,cream,14,UAE
794426600599142400,😊,Joy,1,coffee,7,UAE
787210322595774464,👏,Trust,2,strawberry,10,UAE
794266767757606912,😂,Joy,1,strawberry,20,UAE
808072386608267264,💙,Joy,1,chocolate,23,UAE
808605435796357120,😛,Joy,1,vegetable,10,UAE
791612510617104384,😂,Joy,1,chicken,14,UAE
791523739955494912,💔,Sadness,5,coffee,8,UAE
807881862425219072,💔,Sadness,5,pizza,10,UAE
790831696312664064,😑,Neutral,0,icecream,10,UAE
802868480731189248,😂,Joy,1,honey,14,UAE
809384503030517760,💙,Joy,1,coffee,14,UAE
805280553700392960,💔,Sadness,5,banana,6,UAE
790865871048732672,😒,Disgust,6,spices,12,UAE
791872534048366592,💙,Joy,1,coffee,7,UAE
799393200939081728,😂,Joy,1,coffee,0,UAE
813481214346690560,😅,Joy,1,pizza,21,UAE
814818318590689280,😎,Joy,1,oil,14,UAE
486165358601322496,😍,Joy,1,chocolate,15,UAE
792290065028382720,😍,Joy,1,beer,11,Australia
787169398335209472,😯,Surprise,4,fish,7,Australia
814363204394455040,👏,Trust,2,cheese,7,Australia
796501662642925568,😂,Joy,1,egg,0,Australia
812538729361330176,😌,Neutral,0,turkey,7,Australia
811195473507676160,😜,Joy,1,chocolate,14,Australia
798081046218559488,👌,Joy,1,cream,9,Australia
813408962829660160,😍,Joy,1,gravy,16,Australia
787556164527542272,😙,Joy,1,pizza,9,Australia
793027977667686400,💘,Joy,1,coffee,10,Australia
802456512497008640,😍,Joy,1,bacon,11,Australia
678461983193227264,😃,Joy,1,corn,6,Australia
787228412435771392,😜,Joy,1,fruit,11,Australia
814539579428478976,😄,Joy,1,coffee,19,Australia
808284303482376192,😍,Joy,1,sauce,13,Australia
805609210578731008,😜,Joy,1,orange,4,Australia
814758384666693632,🙅,Disgust,6,coffee,10,Australia
796262954928775168,😡,Anger,7,orange,9,Australia
799205114338635776,😂,Joy,1,fish,11,Australia
806290600525897728,😂,Joy,1,rice,1,Australia
787222988290568192,🙌,Joy,1,oil,11,Australia
805761236931481600,👏,Trust,2,energydrink,14,Australia
802754841483223040,😍,Joy,1,icecream,7,Australia
797133531675815936,😩,Sadness,5,cucumber,18,Australia
802276702122450944,❤,Joy,1,soup,23,Australia
793564673681428480,😰,Sadness,5,milk,22,Australia
812582906581291008,😄,Joy,1,pizza,9,Australia
791157045953257472,❤,Joy,1,potatoes,7,Australia
520888281743912960,😂,Joy,1,cookie,10,Australia
789921082379608064,😂,Joy,1,cream,22,Australia
813878368802205696,😋,Joy,1,crab,23,US
792378916392566784,💙,Joy,1,pizza,16,US
792390692660097024,💔,Sadness,5,pizza,17,US
797257465528254464,😍,Joy,1,pickles,2,US
805436112734863360,😂,Joy,1,icecream,16,US
786820629945253888,😂,Joy,1,pepper,8,US
791671807736737792,😂,Joy,1,chicken,18,US
807823010627485696,😂,Joy,1,juice,6,US
810433564743340032,💕,Joy,1,fish,11,US
790819097055342592,😂,Joy,1,wine,9,US
809699327467601920,💕,Joy,1,chocolate,10,US
795044131093549056,😞,Sadness,5,crab,0,US
805716693024698368,😂,Joy,1,garlic,11,US
799082185068118016,😆,Joy,1,potato,3,US
803823845908119552,👌,Joy,1,coffee,5,US
801800894488592384,😍,Joy,1,cream,15,US
791511270570602496,😂,Joy,1,sausage,7,US
812520807721299968,😍,Joy,1,butter,5,US
793691620419915776,💚,Joy,1,tea,6,US
792326071869857792,😢,Sadness,5,chicken,13,US
795797126752202752,😂,Joy,1,coffee,2,US
795772015621836800,😩,Sadness,5,salmon,0,US
806921348270456832,😩,Sadness,5,butter,19,US
483520040411463680,😍,Joy,1,almond,7,US
791507150707187712,😂,Joy,1,pepper,7,US
808370135857668096,😍,Joy,1,coffee,18,US
806895842305024000,😍,Joy,1,chocolate,17,US
813736371885993984,😂,Joy,1,orange,14,US
805675857662484480,😉,Anticipation,8,bacon,8,US
814212788113514496,😭,Sadness,5,beef,21,US
814423195616845824,😋,Joy,1,cream,11,US
791276607705010176,😍,Joy,1,cream,15,US
787689097410203648,😑,Neutral,0,beer,18,US
812520807721299968,😍,Joy,1,butter,5,US
803800185247768576,😍,Joy,1,sausage,4,US
794534620255555584,😋,Joy,1,icecream,14,US
787430144059150336,😂,Joy,1,strawberry,1,US
807313990581768192,😂,Joy,1,cheese,21,US
791581680133926912,😢,Sadness,5,garlic,12,US
792718305597333504,💀,Fear,3,chicken,14,US
805373366240559104,😵,Surprise,4,pizza,12,US
790300114942238720,😪,Neutral,0,cream,23,US
806759835278528512,😂,Joy,1,chicken,8,US
800438294219628544,❤,Joy,1,icecream,21,US
795259034416791552,😍,Joy,1,sourcream,14,US
799763196500320256,☹,Sadness,5,fastfood,0,US
791530071731245056,😂,Joy,1,salsa,8,US
794302188495306752,💕,Joy,1,meat,23,US
787402511795691520,😂,Joy,1,rice,23,US
796976761665785856,😂,Joy,1,fish,8,US
794085691915386880,💓,Joy,1,spices,8,US
795267344419258368,💕,Joy,1,pizza,15,US
796127818707075072,☺,Joy,1,cheese,0,US
814885034989645824,😂,Joy,1,milk,18,US
809715117084602368,😩,Sadness,5,tea,12,US
801364165512335360,😂,Joy,1,pizza,10,US
811354299234131968,😂,Joy,1,onionrings,0,US
792206207431897088,💘,Joy,1,pizza,5,US
793669460989059072,😍,Joy,1,strawberry,5,US
798180254669881344,😂,Joy,1,egg,16,US
798402335257006080,💚,Joy,1,tea,6,US
807116218586910720,😂,Joy,1,beef,7,US
787597692557987840,😍,Joy,1,pork,12,US
801671402894094336,🙌,Joy,1,strawberry,7,US
798356894603563008,😭,Sadness,5,icecream,3,US
787203216463138816,😂,Joy,1,apple,10,US
795790217928056832,😐,Neutral,0,potato,1,US
792206207557652480,😉,Anticipation,8,chocolate,5,US
799499612587487232,😊,Joy,1,orange,7,US
799489434777436160,😭,Sadness,5,chicken,6,US
799510856547627008,😪,Neutral,0,coffee,8,US
805701587926597632,👯,Joy,1,chicken,10,US
791723082792611840,😊,Joy,1,coffee,21,US
792887327836078080,😂,Joy,1,cinnamon,1,US
813374968239005696,❤,Joy,1,potato,14,US
799488088561033216,😔,Sadness,5,sage,6,US
797473103194374144,✊,Anticipation,8,icecream,17,US
808723854193373184,😂,Joy,1,coffee,18,US
791543330882584576,☹,Sadness,5,pizza,9,US
813278440564658176,❤,Joy,1,fruit,8,US
809180231990910976,👍,Joy,1,pork,0,US
808512301456363520,😳,Surprise,4,onionrings,4,US
803809718183477248,😂,Joy,1,pizza,4,US
795350921123348480,😩,Sadness,5,snack,20,US
789846234525597696,😍,Joy,1,icecream,17,US
794220789121748992,😂,Joy,1,chicken,17,US
787711171122069504,😍,Joy,1,greenbeans,19,US
792340181949026304,🎶,Joy,1,vanilla,14,US
809320349263228928,😍,Joy,1,cream,9,US
801623815625134080,😂,Joy,1,coffee,4,US
790122632330883072,😍,Joy,1,gravy,11,US
800681971936620544,😂,Joy,1,icecream,13,US
793088155649998848,❤,Joy,1,egg,14,US
786594208379318272,😂,Joy,1,coffee,17,US
804347026993455104,😊,Joy,1,chicken,16,US
805388468226400256,😂,Joy,1,egg,13,US
803533818003013632,👍,Joy,1,icecream,10,US
814786948208480256,😁,Joy,1,barbecue,11,US
794599887555858432,😂,Joy,1,cream,18,US
810664614329520128,💕,Joy,1,ginger,2,US
804152821591502848,👌,Joy,1,coconut,3,US
794023845799677952,😖,Sadness,5,coffee,4,US
803128217531916288,👏,Trust,2,cheese,7,US
803107648132513792,😍,Joy,1,cinnamon,6,US
796127431622959104,💕,Joy,1,pizza,0,US
795125257254252544,😢,Sadness,5,chili,5,US
793461268250144768,🙅,Disgust,6,cream,15,US
799089204642725888,☺,Joy,1,milk,4,US
805143921277841408,😱,Fear,3,corn,21,US
509516923810242560,😍,Joy,1,butter,1,US
810421843870052352,😍,Joy,1,bacon,10,US
804314622018785280,😍,Joy,1,tea,14,US
804958727304396800,😋,Joy,1,chicken,9,US
797993503783522304,😭,Sadness,5,lemonade,3,US
814515739147304960,😍,Joy,1,peanut,17,US
802438982738976768,😂,Joy,1,bacon,10,US
801557658469888000,😂,Joy,1,apple,23,US
800515933252952064,😂,Joy,1,coffee,2,US
791749853332148224,😂,Joy,1,corn,23,US
813559592890179584,😂,Joy,1,coffee,2,US
798546950903701504,😳,Surprise,4,chicken,16,US
809861508964425728,😂,Joy,1,chicken,21,US
790400061066719232,😂,Joy,1,icecream,5,US
807737957398573056,💀,Fear,3,pizza,1,US
812251262695706624,😍,Joy,1,chicken,11,US
803483384131371008,❤,Joy,1,beef,7,US
790898835505618944,💕,Joy,1,cream,14,US
796695055419539456,💕,Joy,1,coffee,13,US
795329521071390720,😂,Joy,1,honey,19,US
787177030458617856,❤,Joy,1,pork,8,US
807024158043316224,💜,Joy,1,chicken,1,US
797728607468593152,😂,Joy,1,sauce,10,US
812514409595617280,🙌,Joy,1,soup,5,US
792823461366358016,😍,Joy,1,pork,21,US
801945623968829440,😂,Joy,1,tomatoes,1,US
797294242141868032,😐,Neutral,0,cream,5,US
800583762186620928,🙌,Joy,1,chili,7,US
794235583778287616,👅,Joy,1,pumpkin,18,US
797970933260558336,❤,Joy,1,banana,2,US
793974927728615424,😂,Joy,1,pepper,1,US
813694851707346944,💕,Joy,1,barbecue,11,US
798273175335251968,😂,Joy,1,pizza,22,US
798366356374769664,🙌,Joy,1,icecream,4,US
812361954236895232,😂,Joy,1,icecream,19,US
804651730566725632,☺,Joy,1,fish,12,US
811025005035290624,😐,Neutral,0,rice,2,US
805459770689855488,😍,Joy,1,potato,18,US
814923567620096000,😂,Joy,1,chocolate,20,US
802100729724813312,😂,Joy,1,pizza,11,US
813391193216286720,😍,Joy,1,snack,15,US
799925011179978752,👌,Joy,1,honey,11,US
789605742483501056,👍,Joy,1,chocolate,1,US
807176134798426112,❤,Joy,1,sunflower,11,US
798404024282267648,😭,Sadness,5,chocolate,6,US
802762081522978816,😪,Neutral,0,vanilla,7,US
789993103897849856,😒,Disgust,6,dates,2,US
803555595529949184,😂,Joy,1,cheese,12,US
795348990040489984,😂,Joy,1,vanilla,20,US
795989406087778304,👍,Joy,1,chocolate,15,US
807887907985833984,😂,Joy,1,dates,11,US
802708793813389312,☹,Sadness,5,strawberry,4,US
807638490888499200,😂,Joy,1,rice,18,US
797130265097142272,😡,Anger,7,chocolate,18,US
800505984615448576,💛,Joy,1,soup,2,US
814083321399492608,😷,Disgust,6,pizza,13,US
807557808048799744,😍,Joy,1,icecream,13,US
802867418896830464,😍,Joy,1,chocolate,14,US
787760698919096320,😂,Joy,1,pizza,23,US
794599887555858432,😭,Sadness,5,cream,18,US
806473246656765952,😖,Sadness,5,beef,13,US
814861219551006720,😂,Joy,1,liver,16,US
786887029430689792,😍,Joy,1,cream,13,US
796868309022969856,✊,Anticipation,8,oil,1,US
798005889835773952,😂,Joy,1,dressing,4,US
799778058475601920,😉,Anticipation,8,beets,1,US
787059163327115264,😂,Joy,1,pizza,0,US
811189154843336704,😋,Joy,1,potatoes,13,US
794456093757816832,💙,Joy,1,cookie,9,US
806973793994321920,🙌,Joy,1,soup,22,US
794887586930012160,💕,Joy,1,shake,14,US
795855168260767744,😂,Joy,1,milk,6,US
800137703245357056,❤,Joy,1,pizza,1,US
586908098914168832,😋,Joy,1,salmon,15,US
811395672326868992,😂,Joy,1,rice,3,US
811305633945419776,😄,Joy,1,ham,21,US
804688238459768832,❤,Joy,1,bacon,15,US
791830468140212224,😂,Joy,1,cereal,4,US
795817062165839872,😂,Joy,1,butter,3,US
805110316321349632,😂,Joy,1,chicken,19,US
789880854767996928,💔,Sadness,5,cream,19,US
586929464686342144,😍,Joy,1,crab,16,US
795585701018419200,😂,Joy,1,coffee,12,US
791528449500262400,😐,Neutral,0,broccoli,8,US
792890847134113792,😂,Joy,1,milk,1,US
790377595384791040,☺,Joy,1,fish,4,US
794036848012034048,💕,Joy,1,chicken,5,US
787155309445783552,😤,Anger,7,chicken,6,US
807569790973792256,😝,Joy,1,coffee,13,US
800168012196167680,😳,Surprise,4,chicken,3,US
